Area Type;Area;Year;value;Estimate;﻿FIPS
County;Burke;2015-07-01;87316;Annual Estimate;37023
County;Cabarrus;1981-07-01;87643;Annual Estimate;37025
County;Cabarrus;1985-07-01;92204;Annual Estimate;37025
County;Cabarrus;1987-07-01;94411;Annual Estimate;37025
County;Cabarrus;2007-07-01;164521;Annual Estimate;37025
County;Cabarrus;2010-07-01;178757;Annual Estimate;37025
County;Cabarrus;2011-07-01;181534;Annual Estimate;37025
County;Cabarrus;2016-07-01;205716;Annual Estimate;37025
County;Caldwell;1981-07-01;67980;Annual Estimate;37027
County;Caldwell;1982-07-01;68048;Annual Estimate;37027
County;Caldwell;2004-07-01;79184;Annual Estimate;37027
County;Caldwell;2010-04-01;83059;Estimates Base;37027
County;Caldwell;2011-07-01;82615;Annual Estimate;37027
County;Caldwell;2019-07-01;80864;Annual Estimate;37027
County;Camden;1994-07-01;6272;Annual Estimate;37029
County;Camden;2002-07-01;7309;Annual Estimate;37029
County;Camden;2008-07-01;9841;Annual Estimate;37029
County;Camden;2010-07-01;10000;Annual Estimate;37029
County;Camden;2012-07-01;9879;Annual Estimate;37029
County;Camden;2019-07-01;10257;Annual Estimate;37029
County;Camden;2020-04-01;10356;Estimates Base;37029
County;Carteret;1992-07-01;54901;Annual Estimate;37031
County;Carteret;1994-07-01;56475;Annual Estimate;37031
County;Carteret;1995-07-01;57396;Annual Estimate;37031
County;Carteret;1997-07-01;58918;Annual Estimate;37031
County;Carteret;2024-07-01;71707;Annual Estimate;37031
County;Caswell;1982-07-01;21431;Annual Estimate;37033
County;Caswell;1989-07-01;20932;Annual Estimate;37033
County;Caswell;1998-07-01;23163;Annual Estimate;37033
County;Caswell;2007-07-01;23601;Annual Estimate;37033
County;Caswell;2010-04-01;23727;Estimates Base;37033
County;Caswell;2010-07-01;23727;Annual Estimate;37033
County;Catawba;1975-07-01;99100;Annual Estimate;37035
County;Catawba;1986-07-01;113173;Annual Estimate;37035
County;Catawba;1988-07-01;116235;Annual Estimate;37035
County;Catawba;1989-07-01;117328;Annual Estimate;37035
County;Catawba;1992-07-01;122244;Annual Estimate;37035
County;Catawba;2002-07-01;145395;Annual Estimate;37035
County;Catawba;2008-07-01;152354;Annual Estimate;37035
County;Catawba;2015-07-01;156281;Annual Estimate;37035
County;Catawba;2018-07-01;158393;Annual Estimate;37035
County;Catawba;2024-07-01;168248;Annual Estimate;37035
County;Chatham;1970-04-01;29554;Estimates Base;37037
County;Chatham;1989-07-01;38258;Annual Estimate;37037
County;Chatham;1991-07-01;39971;Annual Estimate;37037
County;Chatham;1994-07-01;42815;Annual Estimate;37037
County;Chatham;1996-07-01;45444;Annual Estimate;37037
County;Chatham;1997-07-01;46492;Annual Estimate;37037
County;Chatham;2007-07-01;59234;Annual Estimate;37037
County;Chatham;2010-04-01;63486;Estimates Base;37037
County;Chatham;2018-07-01;73986;Annual Estimate;37037
County;Cherokee;1970-04-01;16330;Estimates Base;37039
County;Cherokee;1989-07-01;20181;Annual Estimate;37039
County;Cherokee;1990-04-01;20170;Estimates Base;37039
County;Cherokee;2011-07-01;27395;Annual Estimate;37039
County;Chowan;1998-07-01;14474;Annual Estimate;37041
County;Chowan;2000-07-01;14447;Annual Estimate;37041
County;Chowan;2010-07-01;14725;Annual Estimate;37041
County;Chowan;2021-07-01;13564;Annual Estimate;37041
County;Clay;1985-07-01;7007;Annual Estimate;37043
County;Clay;2009-07-01;10487;Annual Estimate;37043
County;Clay;2010-07-01;10597;Annual Estimate;37043
County;Clay;2018-07-01;11136;Annual Estimate;37043
County;Clay;2022-07-01;11481;Annual Estimate;37043
County;Cleveland;1981-07-01;83360;Annual Estimate;37045
County;Cleveland;1983-07-01;82667;Annual Estimate;37045
County;Cleveland;1986-07-01;83658;Annual Estimate;37045
County;Cleveland;1988-07-01;83912;Annual Estimate;37045
County;Cleveland;1994-07-01;89259;Annual Estimate;37045
County;Cleveland;1997-07-01;93243;Annual Estimate;37045
County;Cleveland;1998-07-01;94679;Annual Estimate;37045
County;Cleveland;2005-07-01;95840;Annual Estimate;37045
County;Cleveland;2013-07-01;96827;Annual Estimate;37045
County;Cleveland;2018-07-01;97883;Annual Estimate;37045
County;Columbus;2004-07-01;55016;Annual Estimate;37047
County;Columbus;2012-07-01;56893;Annual Estimate;37047
County;Columbus;2013-07-01;56084;Annual Estimate;37047
County;Columbus;2021-07-01;49456;Annual Estimate;37047
County;Craven;1998-07-01;90527;Annual Estimate;37049
County;Craven;2000-07-01;91854;Annual Estimate;37049
County;Craven;2009-07-01;102381;Annual Estimate;37049
County;Craven;2012-07-01;104743;Annual Estimate;37049
County;Craven;2013-07-01;103573;Annual Estimate;37049
County;Craven;2016-07-01;101875;Annual Estimate;37049
County;Cumberland;1975-07-01;233800;Annual Estimate;37051
County;Cumberland;1984-07-01;258949;Annual Estimate;37051
County;Cumberland;1985-07-01;261631;Annual Estimate;37051
County;Cumberland;1988-07-01;264495;Annual Estimate;37051
County;Cumberland;1996-07-01;300449;Annual Estimate;37051
